"ID","Team","Title","Description","Status","Estimate","Priority","Project ID","Project","Creator","Assignee","Labels","Cycle Number","Cycle Name","Cycle Start","Cycle End","Created","Updated","Started","Triaged","Completed","Canceled","Archived","Due Date","Parent issue","Initiatives","Project Milestone ID","Project Milestone","SLA Status","UUID","Time in status (minutes)","Related to","Blocked by","Duplicate of"
"IPI-77","iPix1","AI-013 · Channel Copy Agent","## AI-013 — Channel Copy Agent

**In plain terms:** **Operator** generates Instagram/Amazon copy from DNA-approved assets.

**Blocked by:** [AI-001](<https://linear.app/amo100/issue/IPI2-18>) · [DNA-001](<https://linear.app/amo100/issue/IPI2-19>)

**Unblocks:** Content velocity Phase 2

**MVP priority:** **P2 Nice To Have**

**Estimate:** 3 points

**Source:** [docs/gemeni/gemeni-plan.md](<../../gemeni/gemeni-plan.md>)

### Skills (load in order)

| # | Skill | Path |
| -- | -- | -- |
| 1 | ipix-task-lifecycle | `.claude/skills/ipix-task-lifecycle/SKILL.md` or repo rule |
| 2 | gemini | `.claude/skills/gemini/SKILL.md` or repo rule |

---

### Flow — AI-013

```mermaid
flowchart TD
  A[DNA-approved asset] --> EF[generate-channel-copy]
  EF --> GM[Gemini 3.5 Flash]
  GM --> O[Structured captions per channel]
```

---

### Completion steps

#### A. Implement

- [ ] **A1** Structured output: captions for instagram, amazon, shopify
- [ ] **A2** Brand voice from enriched `brands.profile_json`
- [ ] **A3** Store draft in JSONB or new table (Phase 2)

#### B. Verify + ship

- [ ] **B1** `npm run build` passes
- [ ] **B2** `npm run supabase:verify` (if Supabase touched)
- [ ] **B3** `npm run supabase:verify-rls` (if auth/RLS touched)
- [ ] **B4** Linear **Done** · `todo.md` updated

**Spec score:** 84/100 — lifecycle-ready

---

### Gantt — IPI-75

```mermaid
gantt
    title IPI-75 · AI-013
    dateFormat YYYY-MM-DD
    axisFormat %b %d
    section Build
    Implement AI-013           :active, g1, 2026-06-14, 2d
    section Verify
    npm run build + probes      :crit, g2, after g1, 1d
    Done                        :milestone, gdone, after g2, 0d
```

*Source:* `docs/linear/issues/IPI-75-AI-013.md` *· push via* `node scripts/linear-update-issue.mjs IPI-75`","Backlog",3,"Medium","a91ff388-772a-4b0a-b252-0068d6a1297c","AI Platform — LLM Providers","ai@socialmediaville.ca",,"AI, GEMINI",,,,,"2026-06-14T11:46:22.108Z","2026-07-04T07:02:28.390Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a07acbf5-d8d3-428b-8834-7bfb28147a76","GROQ-M2 · Edge ∥ Mastra",,"eb81ca5a-fb1a-4a33-ab83-d4f84ddbdaac",33571,"IPI2-19, IPI2-18, IPI2-128","",
"IPI-80","iPix1","AI-016 · Campaign Image Agent","## AI-016 — Campaign Image Agent

**In plain terms:** Generate on-brand stills via Nano Banana; upload to Cloudinary.

**Blocked by:** [CLD-005](<https://linear.app/amo100/issue/IPI2-63>) · [AI-009](<https://linear.app/amo100/issue/IPI2-71>)

**Unblocks:** CLD-005 complementary gen pipeline

**MVP priority:** **P2 Nice To Have**

**Estimate:** 8 points

**Source:** [docs/gemeni/gemeni-plan.md](<../../gemeni/gemeni-plan.md>)

### Skills (load in order)

| # | Skill | Path |
| -- | -- | -- |
| 1 | ipix-task-lifecycle | `.claude/skills/ipix-task-lifecycle/SKILL.md` or repo rule |
| 2 | gemini | `.claude/skills/gemini/SKILL.md` or repo rule |
| 3 | edge-functions | `.claude/skills/edge-functions/SKILL.md` or repo rule |

---

### Flow — AI-016

```mermaid
sequenceDiagram
  participant EF as generate-campaign-image
  participant GM as gemini-3.1-flash-image
  participant CLD as Cloudinary upload
  EF->>GM: generateContent IMAGE
  GM-->>EF: inlineData base64
  EF->>CLD: register asset
```

---

### Completion steps

#### A. Implement

- [ ] **A1** Use `generateContent()` + `responseModalities: ['IMAGE']`
- [ ] **A2** Parse `inlineData` from parts (never generateImages)
- [ ] **A3** Upload via CLD-002 pipeline
- [ ] **A4** Thought signatures on edit chains documented

#### B. Verify + ship

- [ ] **B1** `npm run build` passes
- [ ] **B2** `npm run supabase:verify` (if Supabase touched)
- [ ] **B3** `npm run supabase:verify-rls` (if auth/RLS touched)
- [ ] **B4** Linear **Done** · `todo.md` updated

**Spec score:** 84/100 — lifecycle-ready

---

### Gantt — IPI-78

```mermaid
gantt
    title IPI-78 · AI-016
    dateFormat YYYY-MM-DD
    axisFormat %b %d
    section Build
    Implement AI-016           :active, g1, 2026-06-14, 4d
    section Verify
    npm run build + probes      :crit, g2, after g1, 1d
    Done                        :milestone, gdone, after g2, 0d
```

*Source:* `docs/linear/issues/IPI-78-AI-016.md` *· push via* `node scripts/linear-update-issue.mjs IPI-78`","Backlog",8,"Medium","a91ff388-772a-4b0a-b252-0068d6a1297c","AI Platform — LLM Providers","ai@socialmediaville.ca",,"AI, CLOUDINARY, GEMINI",,,,,"2026-06-14T11:46:23.825Z","2026-07-07T02:22:03.695Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a07acbf5-d8d3-428b-8834-7bfb28147a76","GROQ-M2 · Edge ∥ Mastra",,"94609502-3bdc-4882-bf2d-d5d5e84c88df",33571,"IPI-47, IPI2-128","IPI-61",
"IPI-108","iPix1","PLT-017 · Mastra Workspace — brand assets + semantic search config","## Purpose

Configure a Mastra workspace in `app/src/mastra/index.ts` so the Mastra Studio Workspaces tab is active and agents can do semantic search over brand content, shoot briefs, and asset metadata.

Currently: Mastra Studio → localhost:4111/workspaces shows ""Workspace Not Configured"".

---

## Acceptance criteria

**A — Workspace configured**

* `app/src/mastra/index.ts` includes a workspace/RAG config pointing at a content directory
* Mastra Studio → Workspaces tab shows the workspace (not ""Workspace Not Configured"")

**B — Embedding model set**

* Uses Gemini `text-embedding-004` via `@ai-sdk/google`
* `GEMINI_API_KEY` reused — no new API key required

**C — Searchable from agent**

* production-planner or creative-director has a workspace search tool wired
* Agent can answer ""what brand guidelines exist?"" using workspace content

**D — No public agent access**

* `publicMarketingAgent` / `publicMastra` do NOT have workspace access
* Workspace contains no secrets or service-role keys

**E — Tests + lint green**

* `npm run lint && npm run build` pass
* `npx tsc --noEmit` clean

---

## Scope

* `app/src/mastra/index.ts` — add workspace config
* `app/src/mastra/tools/` — workspace search tool
* `app/content/brand-guides/` — seed content stub

## Out of scope

* Production vector DB (LibSQL for MVP)
* Public-marketing agent RAG
* Real brand content ingestion pipeline

## Skills

* `/mastra` · `/ipix-task-lifecycle`

## References

* `app/src/mastra/index.ts` (current — no workspace)
* Mastra RAG docs: [https://mastra.ai/docs/rag/overview](<https://mastra.ai/docs/rag/overview>)
* localhost:4111/workspaces","Backlog",,"Low","a91ff388-772a-4b0a-b252-0068d6a1297c","AI Platform — LLM Providers","ai@socialmediaville.ca",,"AI, INFRA",,,,,"2026-06-24T06:33:23.055Z","2026-07-04T07:02:17.136Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a07acbf5-d8d3-428b-8834-7bfb28147a76","GROQ-M2 · Edge ∥ Mastra",,"94403ea9-2729-4949-8429-229d99b0a7cb",19484,"","",
"IPI-180","iPix1","GEMINI-017 · Code execution — shoot budget QA","## GEMINI-017 — Code execution — shoot budget QA

**In plain terms:** Enable code execution tool for shoot brief math (time blocks, crew counts, budget sanity checks).

**Docs:** [Code execution](<https://ai.google.dev/gemini-api/docs/code-execution>)

**Blocked by:** [IPI-148](https://linear.app/amo100/issue/IPI-148)

### Acceptance criteria

- [ ] Sandbox math on structured shot list JSON
- [ ] Results surfaced in production-planner agent
- [ ] No PII in execution prompts","Backlog",3,"Low","a91ff388-772a-4b0a-b252-0068d6a1297c","AI Platform — LLM Providers","ai@socialmediaville.ca",,"GEMINI",,,,,"2026-06-25T07:59:41.661Z","2026-07-04T07:01:58.785Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","162c5b70-9828-45ea-8c7c-b8e02f160230","GROQ-M3 · Verify",,"9fa39da5-0115-4efd-9de0-1d46a6f6ebd7",17958,"IPI-148","",
"IPI-177","iPix1","GEMINI-014 · File Search RAG spike (Gemini native store)","## GEMINI-014 — File Search RAG spike (Gemini native store)

**In plain terms:** Evaluate Gemini File Search store vs MASTRA-RAG pgvector for brand guidelines KB.

**Docs:** [File Search](<https://ai.google.dev/gemini-api/docs/file-search>)

**Blocked by:** [IPI-142](https://linear.app/amo100/issue/IPI-142) MASTRA-RAG-001

### Acceptance criteria

- [ ] Upload sample brand guidelines PDF to File Search store
- [ ] Query with citations vs pgvector baseline
- [ ] Decision recorded in gemeni-plans.md","Backlog",5,"Low","a91ff388-772a-4b0a-b252-0068d6a1297c","AI Platform — LLM Providers","ai@socialmediaville.ca",,"GEMINI",,,,,"2026-06-25T07:59:38.542Z","2026-07-04T07:02:04.267Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","162c5b70-9828-45ea-8c7c-b8e02f160230","GROQ-M3 · Verify",,"229221a6-f86d-4981-be99-25a0676f0c3a",17958,"","IPI-142",
"IPI-10","iPix1","AI-019 — Gemini tool/function registry (declare-once schemas)","In plain terms: AIOR-004 covers Mastra registry; Gemini function declarations are separate and should live here.

Source: docs/linear/audit-report.md §5 (missing tasks)","Backlog",,"No priority","a91ff388-772a-4b0a-b252-0068d6a1297c","AI Platform — LLM Providers","ai@socialmediaville.ca",,"",,,,,"2026-06-20T15:18:03.518Z","2026-07-04T07:02:21.666Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","a07acbf5-d8d3-428b-8834-7bfb28147a76","GROQ-M2 · Edge ∥ Mastra",,"e9069dc6-c104-42a2-a300-228093f3fe81",24719,"IPI-181","",
"IPI-6","iPix1","INFRA-003 — Secrets management for agent server (Gemini key, service role)","In plain terms: Edge uses Infisical; the new Node service needs the same secret hygiene.

Source: docs/linear/audit-report.md §5 (missing tasks)","Backlog",,"No priority","a91ff388-772a-4b0a-b252-0068d6a1297c","AI Platform — LLM Providers","ai@socialmediaville.ca",,"",,,,,"2026-06-20T15:18:01.957Z","2026-07-04T07:02:23.091Z",,,,,,,,"IPIX-INIT-001 — Operator Platform (Q3 2026)","162c5b70-9828-45ea-8c7c-b8e02f160230","GROQ-M3 · Verify",,"ca0517ea-d628-446b-9d0a-e4598447914e",24720,"","",
"IPI-361","iPix1","GROQ-007 · Staged Production Rollout","## GROQ-007 — GROQ-007 · Staged Production Rollout

**Summary (plain English):** This is the actual ""flip the switch"" step — turning Groq on for real users in production, watching it closely for a full week, and having a one-line way to instantly go back to Gemini if anything looks wrong (a config change, not a code deploy). There's no ""10% of users get the new thing"" — it's all-or-nothing per environment (dev → staging → prod), which keeps the rollback dead simple: change one setting, done.

**In plain terms:** **Platform** runs env-stage cutover (dev → staging 48h → prod flip) + 7-day monitor; rollback = `AI_PROVIDER=gemini` in Infisical only.

**Linear:** [IPI-361](https://linear.app/amo100/issue/IPI-361)

**Blocked by:** [GROQ-006](<https://linear.app/amo100/search?q=GROQ-006>) ⬜ Todo (not started — waits on GROQ-005 first)

**Unblocks:** Groq primary in prod · observability dashboard review

**Branch:** `ipi/groq-007-rollout-config`

**PR:** `ipi/groq-007-rollout-config`

**Verify:** `7-day monitor: agent logs, 429s, schema failures, cost`

**Estimate:** 2 points

**Source:** [tasks/llm/groq-plan.md](<../../../tasks/llm/groq-plan.md>) · audit: [tasks/llm/02-groq.md](<../../../tasks/llm/02-groq.md>)

### Skills (load in order)

| # | Skill | Path |
| -- | -- | -- |
| 1 | groq-inference | `.claude/skills/groq-``inference``/SKILL.md` — authoritative for model/tier selection, production checklist |
| 2 | mastra | `.claude/skills/mastra/SKILL.md` → [`references/groq.md`](<../../../.claude/skills/mastra/references/groq.md>) |
| 3 | infisical | `.claude/skills/infisical/SKILL.md` |
| 4 | ipix-task-lifecycle | `.claude/skills/ipix-task-lifecycle/SKILL.md` |
| 5 | gemini | `.claude/skills/gemini/SKILL.md` (rollback path) |

---

### Sequence / architecture — GROQ-007

```mermaid
stateDiagram-v2
  [*] --> DevGroq
  DevGroq --> StagingGroq: smoke green
  StagingGroq --> ProdFlip: IPI-360 green + 48h green
  StagingGroq --> GeminiRollback: alert
  ProdFlip --> Monitor7d: DNA_USE_GEMINI=1
  Monitor7d --> [*]: stable or rollback
  ProdFlip --> GeminiRollback: schema fail >2% / sustained 429
  GeminiRollback --> [*]
```

---

### User journey

```mermaid
journey
    title GROQ-007 delivery path
    section Plan
      Read groq-plan.md: 5: Engineer
      /efficient task IPI-361: 5: Engineer
    section Build
      Worktree + branch: 5: Engineer
      One-concern PR: 5: Engineer
    section Verify
      Run verify matrix: 4: Engineer
      Bugbot + merge: 5: Engineer
```

---

### User stories

### Story 1

**Operator** on staging feels faster chat — DNA still Gemini-safe.

**Acceptance:** Measurable in PR verification for GROQ-007.

### Story 2

**On-call** reverts AI_PROVIDER=gemini in Infisical without redeploy.

**Acceptance:** Measurable in PR verification for GROQ-007.

### Story 3

**Lead** reviews 7-day `ai_agent_logs` dashboard (schema_valid, 429s, p95, tokens, cost) before calling rollout complete.

**Acceptance:** Measurable in PR verification for GROQ-007.

---

### Dependencies

| Dependency | Status |
| -- | -- |
| tasks/llm/groq-plan.md | ✅ SSOT |
| GROQ-001 infra merged | ✅ Done |
| GROQ-006 golden eval ([IPI-360](https://linear.app/amo100/issue/IPI-360/groq-006-golden-eval-verify-scripts)) | ⬜ Todo — this is the direct blocker, itself waiting on GROQ-005 |
| One concern per PR | ✅ enforced |

---

### Completion steps

#### A. Implement

- [ ] **A1** Staging: `AI_PROVIDER=groq`, `DNA_USE_GEMINI=1` — full Groq text, DNA Gemini — monitor 48h
- [ ] **A2** Prod flip: single Infisical env promotion after [IPI-360](https://linear.app/amo100/issue/IPI-360/groq-006-golden-eval-verify-scripts) green (no 10%/50% traffic split — org-wide `AI_PROVIDER` only)
- [ ] **A3** Supabase saved queries on `ai_agent_logs`: provider, 429 count, `schema_valid`, p95 latency, tokens, `x_groq.id`
- [ ] **A4** Alert thresholds: schema fail >2%, DNA FP +5pp vs baseline, sustained 429, p95 2× budget → rollback drill
- [ ] **A5** Document rollback runbook: `AI_PROVIDER=gemini` + `BI_USE_GEMINI=1` + `DNA_USE_GEMINI=1` — no redeploy
- [ ] **A6** 7-day monitor post-flip; update Linear + tracker on completion

#### B. Verify + ship

- [ ] **B1** Verification commands green (see **Verify** above)
- [ ] **B2** Cursor PR Review — no unresolved High/Critical
- [ ] **B3** Linear **Done** · update groq-plan.md if IDs changed

**Spec score:** 88/100 — lifecycle-ready

---

*Source:* `docs/linear/issues/IPI-361-groq-007.md` *· push via* `node scripts/linear-update-issue.mjs IPI-361`","Todo",2,"High","a91ff388-772a-4b0a-b252-0068d6a1297c","AI Platform — LLM Providers","ai@socialmediaville.ca",,"INFRA, LLM",,,,,"2026-07-04T06:17:34.769Z","2026-07-07T02:45:12.326Z",,,,,,"2026-07-11T06:17:35.435Z","IPI-354","IPIX-INIT-001 — Operator Platform (Q3 2026)","65ee5732-a08e-476e-8647-0455fa5e5305","GROQ-M4 · Rollout","MediumRisk","b0c21a26-bc00-4a48-aecb-b1b6ea86cb44",2251,"","IPI-360",
"IPI-360","iPix1","GROQ-006 · Golden Eval + Verify Scripts","## GROQ-006 — GROQ-006 · Golden Eval + Verify Scripts

**Summary (plain English):** Before we trust Groq with real vision/DNA scoring (grading whether a product photo matches brand style), we need proof it's at least as accurate as the current system — not a guess. This task builds that proof: a small set of sample images and brand pages with known-correct answers, run through both providers side by side, so any accuracy drop gets caught automatically by a script instead of a customer noticing it first. This is the safety gate — nothing about vision moves to Groq in production until this passes.

**In plain terms:** **QA gate** — golden DNA images + brand fixtures; verify-dna.mjs blocks rollout until metrics ≥ Gemini baseline.

**Linear:** [IPI-360](https://linear.app/amo100/issue/IPI-360)

**Blocked by:** [GROQ-003 ](<https://linear.app/amo100/search?q=GROQ-003>)✅ Done · [GROQ-005](<https://linear.app/amo100/search?q=GROQ-005>) ⬜ Todo

**Unblocks:** GROQ-007

**Branch:** `ipi/groq-006-verify-scripts`

**PR:** `ipi/groq-006-verify-scripts`

**Verify:** `infisical run -- npm run supabase:verify-brand-intelligence && npm run supabase:verify-dna`

**Estimate:** 5 points

**Source:** [tasks/llm/groq-plan.md](<../../../tasks/llm/groq-plan.md>) · audit: [tasks/llm/02-groq.md](<../../../tasks/llm/02-groq.md>)

### Skills (load in order)

| # | Skill | Path |
| -- | -- | -- |
| 1 | gen-test | `.claude/skills/gen-test/SKILL.md` |
| 2 | groq-inference | `.claude/skills/groq-``inference``/SKILL.md` (golden fixtures, model comparison — authoritative for model/tier selection) |
| 3 | mastra | `.claude/skills/``mastra``/SKILL.md` → [`references/groq.md`](<../../../.claude/skills/mastra/references/groq.md>) |
| 4 | ipix-supabase | `.claude/skills/``ipix-supabase``/SKILL.md` |
| 5 | gemini | `.claude/skills/``gemini``/SKILL.md` |

---

### Verified against disk (2026-07-07)

| Claim | Probe | Result |
| -- | -- | -- |
| Gemini baseline exists (A3 needs it) | `find . -iname groq-baseline.json` | ✅ `docs/ecommerce/evidence/2026-07-05/groq-baseline.json` |
| `scripts/verify-dna.mjs` (A5) not yet built | `ls scripts/verify-dna.mjs` | ✅ correctly absent — matches Todo status, this issue builds it |
| `app/src/test/fixtures/dna-golden/` (A1) not yet built | `ls` | ✅ correctly absent — this issue builds it |
| `npm run supabase:verify-dna` (Verify line) not yet registered | `grep package.json` | ✅ correctly absent — this issue adds it |

No stale claims found — every ""not yet done"" item in this spec is genuinely not yet done.

---

### Sequence / architecture — GROQ-006

```mermaid
sequenceDiagram
  participant Script as verify-dna.mjs
  participant Edge as audit-asset-dna
  participant Golden as dna-golden fixtures
  Script->>Edge: invoke with fixture URL
  Edge-->>Script: dna_score + status
  Script->>Golden: compare labels ± tolerance
```

---

### User journey

```mermaid
journey
    title GROQ-006 delivery path
    section Plan
      Read groq-plan.md: 5: Engineer
      /efficient task IPI-360: 5: Engineer
    section Build
      Worktree + branch: 5: Engineer
      One-concern PR: 5: Engineer
    section Verify
      Run verify matrix: 4: Engineer
      Bugbot + merge: 5: Engineer
```

---

### User stories

### Story 1

**QA** runs verify-dna — fails if Groq DNA FP rate exceeds Gemini.

**Acceptance:** Measurable in PR verification for GROQ-006.

### Story 2

**Engineer** adds fixture image — CI catches vision regression.

**Acceptance:** Measurable in PR verification for GROQ-006.

### Story 3

**Product** signs off Phase 6 before any prod Groq cutover.

**Acceptance:** Measurable in PR verification for GROQ-006.

---

### Dependencies

| Dependency | Status |
| -- | -- |
| tasks/llm/groq-plan.md | ✅ SSOT |
| GROQ-001 infra merged | ✅ Done |
| GROQ-003 edge functions ([IPI-357](https://linear.app/amo100/issue/IPI-357/groq-003-edge-functions-on-groq-text-first)) | ✅ Done |
| GROQ-005 CopilotKit smoke ([IPI-359](https://linear.app/amo100/issue/IPI-359/groq-005-copilotkit-smoke-verification)) | ⬜ Todo — blocks this issue starting |
| Golden eval (Phase 6) | this issue |
| One concern per PR | ✅ enforced |

---

### Completion steps

#### A. Implement

- [ ] **A1** Golden DNA dataset — **10 images MVP** in `app/src/test/fixtures/dna-golden/` (expand later; label owner assigned)
- [ ] **A2** Golden brand profiles — 10+ Firecrawl markdown fixtures
- [ ] **A3** Compare Groq vs **Gemini baseline from** [IPI-355](https://linear.app/amo100/issue/IPI-355/groq-001-groq-migration-infrastructure) (`docs/ecommerce/evidence/2026-07-05/groq-baseline.json` — confirmed on disk) — do not re-capture baseline here
- [ ] **A4** Extend `verify-brand-intelligence.mjs` for Groq path; Groq BI ≥99% schema valid vs baseline
- [ ] **A5** Add `scripts/verify-dna.mjs` + `npm run supabase:verify-dna` — `--provider gemini|groq`; default verify path **Gemini** until explicit Groq vision flag
- [ ] **A6** CI skips live calls without keys; optional staging rate-limit load test (manual)

#### B. Verify + ship

- [ ] **B1** Verification commands green (see **Verify** above)
- [ ] **B2** Cursor PR Review — no unresolved High/Critical
- [ ] **B3** Linear **Done** · update groq-plan.md if IDs changed

**Spec score:** 88/100 — lifecycle-ready, no stale claims found 2026-07-07

---

*Source:* `docs/linear/issues/IPI-360-groq-006.md` *· push via* `node scripts/linear-update-issue.mjs IPI-360`","Todo",3,"High","a91ff388-772a-4b0a-b252-0068d6a1297c","AI Platform — LLM Providers","ai@socialmediaville.ca",,"GEMINI, LLM, SUPA",,,,,"2026-07-04T06:17:34.209Z","2026-07-07T02:44:43.303Z",,,,,,"2026-07-11T06:17:34.777Z","IPI-354","IPIX-INIT-001 — Operator Platform (Q3 2026)","162c5b70-9828-45ea-8c7c-b8e02f160230","GROQ-M3 · Verify","MediumRisk","41453959-8f76-45eb-b91d-9bb933130f86",2251,"IPI-357, IPI-355","IPI-359",
"IPI-359","iPix1","GROQ-005 · CopilotKit Smoke Verification","## GROQ-005 — GROQ-005 · CopilotKit Smoke Verification

**Summary (plain English):** Once the chat agents are switched over to Groq, someone has to actually click through the app and make sure chat still feels the same — same buttons, same responses, no broken conversations, just faster. This task is that manual check: a written checklist run once in the pull request (not a new permanent automated test), confirming operator chat and marketing chat both still work end-to-end after the model swap.

**In plain terms:** **QA** confirms operator + marketing chat unchanged at API layer after Mastra Groq switch.

**Linear:** [IPI-359](https://linear.app/amo100/issue/IPI-359)

**Blocked by:** [GROQ-004](<https://linear.app/amo100/search?q=GROQ-004>) ([IPI-358](https://linear.app/amo100/issue/IPI-358/groq-004-mastra-agents-on-groq) — in review, PR #244) · [IPI-428](https://linear.app/amo100/issue/IPI-428/build-groq-config-fix-turbopack-groq-modelsjson-import-boundary) ✅ Done

**Unblocks:** GROQ-006

**Branch:** `ipi/groq-005-copilotkit-verify`

**PR:** `ipi/groq-005-copilotkit-verify` — **separate PR from** [IPI-358](https://linear.app/amo100/issue/IPI-358/groq-004-mastra-agents-on-groq) (one concern per PR)

**Verify:** Manual smoke `:3002` QA credentials + written checklist in PR body

**Estimate:** 1 point

**Source:** [tasks/llm/groq-plan.md](<../../../tasks/llm/groq-plan.md>) · audit: [tasks/llm/02-groq.md](<../../../tasks/llm/02-groq.md>)

### Skills (load in order)

| # | Skill | Path |
| -- | -- | -- |
| 1 | copilotkit | `.claude/skills/copilotkit/SKILL.md` |
| 2 | mastra | `.claude/skills/mastra/SKILL.md` → [`references/groq.md`](<../../../.claude/skills/mastra/references/groq.md>) |
| 3 | groq-inference | `.claude/skills/groq-``inference``/SKILL.md` |

---

### Sequence / architecture — GROQ-005

```mermaid
sequenceDiagram
  participant Op as Operator UI
  participant API as /api/copilotkit
  participant Agent as Mastra registry
  Op->>API: stream chat
  API->>Agent: production-planner
  Agent-->>Op: tool results stream
```

---

### User journey

```mermaid
journey
    title GROQ-005 delivery path
    section Plan
      Read groq-plan.md: 5: Engineer
      /efficient task IPI-359: 5: Engineer
    section Build
      Worktree + branch: 5: Engineer
      One-concern PR: 5: Engineer
    section Verify
      Run verify matrix: 4: Engineer
      Bugbot + merge: 5: Engineer
```

---

### User stories

### Story 1

**Operator** opens sidebar — same agents, faster tokens.

**Acceptance:** Measurable in PR verification for GROQ-005.

### Story 2

**Marketing** uses marketing chat — no regression.

**Acceptance:** Measurable in PR verification for GROQ-005.

### Story 3

**Engineer** documents smoke checklist in PR verification.

**Acceptance:** Measurable in PR verification for GROQ-005.

---

### Dependencies

| Dependency | Status |
| -- | -- |
| tasks/llm/groq-plan.md | ✅ SSOT |
| GROQ-001 infra merged | ✅ Done |
| GROQ-004 ([IPI-358](https://linear.app/amo100/issue/IPI-358/groq-004-mastra-agents-on-groq)) Mastra tier wiring | 🟡 In Review — PR #244, CI green, not yet merged |
| Golden eval (Phase 6) | before vision cutover |
| One concern per PR | ✅ enforced |

---

### ⚠️ Correction (2026-07-07)

**A2 below previously listed** `default` **as an agent ID — this was wrong.** `default` is a Groq model *tier* name (from `config/groq-models.json`), not an agent ID. Verified the actual 8 Mastra agent IDs on disk: `production-planner`, `creative-director`, `brand-intelligence`, `crm-assistant`, `model-match`, `public-marketing`, `social-discovery`, `visual-identity`. Corrected below.

### Completion steps

#### A. Implement

- [ ] **A1** Execute written smoke checklist on `:3002` (QA creds): all agents, tool calls, streaming sidebar, marketing chat route
- [ ] **A2** Confirm agent IDs unchanged: `production-planner`, `creative-director`, `brand-intelligence`, `crm-assistant`, `model-match`, `public-marketing`, `social-discovery`, `visual-identity`
- [ ] **A3** Verify durable workflows + streaming — no regression vs Gemini baseline latency feel
- [ ] **A4** Provider-neutral progress UI strings; dev infra messages note Groq configured
- [ ] **A5** Paste checklist + screenshot evidence path in PR verification — **no repo docs PR** (checklist in PR body only)

#### B. Verify + ship

- [ ] **B1** Verification commands green (see **Verify** above)
- [ ] **B2** Cursor PR Review — no unresolved High/Critical
- [ ] **B3** Linear **Done** · update groq-plan.md if IDs changed

**Spec score:** 88/100 → 90/100 after 2026-07-07 agent-ID correction

---

*Source:* `docs/linear/issues/IPI-359-groq-005.md` *· push via* `node scripts/linear-update-issue.mjs IPI-359`","Todo",1,"Medium","a91ff388-772a-4b0a-b252-0068d6a1297c","AI Platform — LLM Providers","ai@socialmediaville.ca",,"COPILOTKIT, LLM, MASTRA",,,,,"2026-07-04T06:17:33.903Z","2026-07-07T02:44:11.927Z",,,,,,,"IPI-354","IPIX-INIT-001 — Operator Platform (Q3 2026)","162c5b70-9828-45ea-8c7c-b8e02f160230","GROQ-M3 · Verify",,"ead3345b-3cff-42b2-b8ef-df97c115c4c8",2251,"IPI-428, IPI-358","",
